Domain Code;Domain;Area Code;Area;Element Code;Element;Item Code;Item;Year Code;Year;Unit;Value;Flag;Flag Description
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2547;Peas;2007;2007;1000 tonnes;4;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2547;Peas;2008;2008;1000 tonnes;2;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2547;Peas;2009;2009;1000 tonnes;2;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2547;Peas;2010;2010;1000 tonnes;2;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2547;Peas;2011;2011;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2547;Peas;2012;2012;1000 tonnes;3;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2547;Peas;2013;2013;1000 tonnes;2;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2547;Peas;1998;1998;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2547;Peas;1999;1999;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2547;Peas;2000;2000;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2547;Peas;2001;2001;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2547;Peas;2002;2002;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2547;Peas;2003;2003;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2547;Peas;2004;2004;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2547;Peas;2005;2005;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2547;Peas;2006;2006;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2547;Peas;2007;2007;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2547;Peas;2008;2008;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2547;Peas;2009;2009;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2547;Peas;2010;2010;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2547;Peas;2011;2011;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2547;Peas;2012;2012;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2547;Peas;2013;2013;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2551;Nuts and products;1998;1998;1000 tonnes;118;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2551;Nuts and products;1999;1999;1000 tonnes;124;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2551;Nuts and products;2000;2000;1000 tonnes;121;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2551;Nuts and products;2001;2001;1000 tonnes;135;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2551;Nuts and products;2002;2002;1000 tonnes;142;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2551;Nuts and products;2003;2003;1000 tonnes;168;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2551;Nuts and products;2004;2004;1000 tonnes;172;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2551;Nuts and products;2005;2005;1000 tonnes;172;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2551;Nuts and products;2006;2006;1000 tonnes;167;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2551;Nuts and products;2007;2007;1000 tonnes;178;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2551;Nuts and products;2008;2008;1000 tonnes;168;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2551;Nuts and products;2009;2009;1000 tonnes;217;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2551;Nuts and products;2010;2010;1000 tonnes;141;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2551;Nuts and products;2011;2011;1000 tonnes;161;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2551;Nuts and products;2012;2012;1000 tonnes;175;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2551;Nuts and products;2013;2013;1000 tonnes;171;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2555;Soyabeans;1998;1998;1000 tonnes;150;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2555;Soyabeans;1999;1999;1000 tonnes;133;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2555;Soyabeans;2000;2000;1000 tonnes;102;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2555;Soyabeans;2001;2001;1000 tonnes;122;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2555;Soyabeans;2002;2002;1000 tonnes;87;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2555;Soyabeans;2003;2003;1000 tonnes;126;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2555;Soyabeans;2004;2004;1000 tonnes;133;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2555;Soyabeans;2005;2005;1000 tonnes;187;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2555;Soyabeans;2006;2006;1000 tonnes;81;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2555;Soyabeans;2007;2007;1000 tonnes;88;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2555;Soyabeans;2008;2008;1000 tonnes;153;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2555;Soyabeans;2009;2009;1000 tonnes;121;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2555;Soyabeans;2010;2010;1000 tonnes;168;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2555;Soyabeans;2011;2011;1000 tonnes;205;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2555;Soyabeans;2012;2012;1000 tonnes;248;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2555;Soyabeans;2013;2013;1000 tonnes;239;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2555;Soyabeans;1998;1998;1000 tonnes;109;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2555;Soyabeans;1999;1999;1000 tonnes;132;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2555;Soyabeans;2000;2000;1000 tonnes;123;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2555;Soyabeans;2001;2001;1000 tonnes;138;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2555;Soyabeans;2002;2002;1000 tonnes;134;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2555;Soyabeans;2003;2003;1000 tonnes;129;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2555;Soyabeans;2004;2004;1000 tonnes;110;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2555;Soyabeans;2005;2005;1000 tonnes;117;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2555;Soyabeans;2006;2006;1000 tonnes;115;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2555;Soyabeans;2007;2007;1000 tonnes;111;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2555;Soyabeans;2008;2008;1000 tonnes;110;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2555;Soyabeans;2009;2009;1000 tonnes;106;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2555;Soyabeans;2010;2010;1000 tonnes;118;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2555;Soyabeans;2011;2011;1000 tonnes;106;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2555;Soyabeans;2012;2012;1000 tonnes;112;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2555;Soyabeans;2013;2013;1000 tonnes;116;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2556;Groundnuts (Shelled Eq);1998;1998;1000 tonnes;91;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2556;Groundnuts (Shelled Eq);1999;1999;1000 tonnes;92;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2556;Groundnuts (Shelled Eq);2000;2000;1000 tonnes;100;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2556;Groundnuts (Shelled Eq);2001;2001;1000 tonnes;84;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2556;Groundnuts (Shelled Eq);2002;2002;1000 tonnes;52;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2556;Groundnuts (Shelled Eq);2003;2003;1000 tonnes;64;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2556;Groundnuts (Shelled Eq);2004;2004;1000 tonnes;69;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2556;Groundnuts (Shelled Eq);2005;2005;1000 tonnes;51;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2556;Groundnuts (Shelled Eq);2006;2006;1000 tonnes;48;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2556;Groundnuts (Shelled Eq);2007;2007;1000 tonnes;58;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2556;Groundnuts (Shelled Eq);2008;2008;1000 tonnes;57;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2556;Groundnuts (Shelled Eq);2009;2009;1000 tonnes;60;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2556;Groundnuts (Shelled Eq);2010;2010;1000 tonnes;57;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2556;Groundnuts (Shelled Eq);2011;2011;1000 tonnes;56;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2556;Groundnuts (Shelled Eq);2012;2012;1000 tonnes;80;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2556;Groundnuts (Shelled Eq);2013;2013;1000 tonnes;70;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2556;Groundnuts (Shelled Eq);1998;1998;1000 tonnes;10;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2556;Groundnuts (Shelled Eq);1999;1999;1000 tonnes;10;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2556;Groundnuts (Shelled Eq);2000;2000;1000 tonnes;12;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2556;Groundnuts (Shelled Eq);2001;2001;1000 tonnes;11;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2556;Groundnuts (Shelled Eq);2002;2002;1000 tonnes;7;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2556;Groundnuts (Shelled Eq);2003;2003;1000 tonnes;9;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2556;Groundnuts (Shelled Eq);2004;2004;1000 tonnes;9;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2556;Groundnuts (Shelled Eq);2005;2005;1000 tonnes;7;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2556;Groundnuts (Shelled Eq);2006;2006;1000 tonnes;7;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2556;Groundnuts (Shelled Eq);2007;2007;1000 tonnes;8;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2556;Groundnuts (Shelled Eq);2008;2008;1000 tonnes;8;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2556;Groundnuts (Shelled Eq);2009;2009;1000 tonnes;7;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2556;Groundnuts (Shelled Eq);2010;2010;1000 tonnes;7;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2556;Groundnuts (Shelled Eq);2011;2011;1000 tonnes;7;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2556;Groundnuts (Shelled Eq);2012;2012;1000 tonnes;9;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2556;Groundnuts (Shelled Eq);2013;2013;1000 tonnes;8;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2601;Tomatoes and products;1998;1998;1000 tonnes;2714;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2601;Tomatoes and products;1999;1999;1000 tonnes;2959;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2601;Tomatoes and products;2000;2000;1000 tonnes;2666;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2601;Tomatoes and products;2001;2001;1000 tonnes;2738;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2601;Tomatoes and products;2002;2002;1000 tonnes;2573;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2601;Tomatoes and products;2003;2003;1000 tonnes;2897;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2601;Tomatoes and products;2004;2004;1000 tonnes;3037;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2601;Tomatoes and products;2005;2005;1000 tonnes;2800;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2601;Tomatoes and products;2006;2006;1000 tonnes;2899;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2601;Tomatoes and products;2007;2007;1000 tonnes;3150;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2601;Tomatoes and products;2008;2008;1000 tonnes;2873;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2601;Tomatoes and products;2009;2009;1000 tonnes;2691;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2601;Tomatoes and products;2010;2010;1000 tonnes;2998;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2601;Tomatoes and products;2011;2011;1000 tonnes;2436;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2601;Tomatoes and products;2012;2012;1000 tonnes;3434;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2601;Tomatoes and products;2013;2013;1000 tonnes;3283;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2601;Tomatoes and products;1998;1998;1000 tonnes;114;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2601;Tomatoes and products;1999;1999;1000 tonnes;125;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2601;Tomatoes and products;2000;2000;1000 tonnes;114;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2601;Tomatoes and products;2001;2001;1000 tonnes;117;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2601;Tomatoes and products;2002;2002;1000 tonnes;109;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2601;Tomatoes and products;2003;2003;1000 tonnes;122;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2601;Tomatoes and products;2004;2004;1000 tonnes;129;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2601;Tomatoes and products;2005;2005;1000 tonnes;118;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2601;Tomatoes and products;2006;2006;1000 tonnes;123;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2601;Tomatoes and products;2007;2007;1000 tonnes;134;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2601;Tomatoes and products;2008;2008;1000 tonnes;122;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2601;Tomatoes and products;2009;2009;1000 tonnes;115;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2601;Tomatoes and products;2010;2010;1000 tonnes;127;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2601;Tomatoes and products;2011;2011;1000 tonnes;103;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2601;Tomatoes and products;2012;2012;1000 tonnes;145;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2601;Tomatoes and products;2013;2013;1000 tonnes;138;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2605;Vegetables, Other;1998;1998;1000 tonnes;5975;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2605;Vegetables, Other;1999;1999;1000 tonnes;6700;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2605;Vegetables, Other;2000;2000;1000 tonnes;6690;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2605;Vegetables, Other;2001;2001;1000 tonnes;7183;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2605;Vegetables, Other;2002;2002;1000 tonnes;6852;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2605;Vegetables, Other;2003;2003;1000 tonnes;7110;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2605;Vegetables, Other;2004;2004;1000 tonnes;7062;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2605;Vegetables, Other;2005;2005;1000 tonnes;7154;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2605;Vegetables, Other;2006;2006;1000 tonnes;7315;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2605;Vegetables, Other;2007;2007;1000 tonnes;7587;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2605;Vegetables, Other;2008;2008;1000 tonnes;8300;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2605;Vegetables, Other;2009;2009;1000 tonnes;7840;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2605;Vegetables, Other;2010;2010;1000 tonnes;8338;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2605;Vegetables, Other;2011;2011;1000 tonnes;8326;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2605;Vegetables, Other;2012;2012;1000 tonnes;8802;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2605;Vegetables, Other;2013;2013;1000 tonnes;8686;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2605;Vegetables, Other;1998;1998;1000 tonnes;377;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2605;Vegetables, Other;1999;1999;1000 tonnes;436;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2605;Vegetables, Other;2000;2000;1000 tonnes;438;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2605;Vegetables, Other;2001;2001;1000 tonnes;458;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2605;Vegetables, Other;2002;2002;1000 tonnes;441;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2605;Vegetables, Other;2003;2003;1000 tonnes;454;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2605;Vegetables, Other;2004;2004;1000 tonnes;459;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2605;Vegetables, Other;2005;2005;1000 tonnes;459;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2605;Vegetables, Other;2006;2006;1000 tonnes;472;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2605;Vegetables, Other;2007;2007;1000 tonnes;488;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2605;Vegetables, Other;2008;2008;1000 tonnes;534;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2605;Vegetables, Other;2009;2009;1000 tonnes;496;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2605;Vegetables, Other;2010;2010;1000 tonnes;526;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2605;Vegetables, Other;2011;2011;1000 tonnes;524;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2605;Vegetables, Other;2012;2012;1000 tonnes;548;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2605;Vegetables, Other;2013;2013;1000 tonnes;541;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2611;Oranges, Mandarines;1998;1998;1000 tonnes;3627;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2611;Oranges, Mandarines;1999;1999;1000 tonnes;3791;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2611;Oranges, Mandarines;2000;2000;1000 tonnes;4126;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2611;Oranges, Mandarines;2001;2001;1000 tonnes;4399;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2611;Oranges, Mandarines;2002;2002;1000 tonnes;4346;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2611;Oranges, Mandarines;2003;2003;1000 tonnes;4233;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2611;Oranges, Mandarines;2004;2004;1000 tonnes;4398;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2611;Oranges, Mandarines;2005;2005;1000 tonnes;4515;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2611;Oranges, Mandarines;2006;2006;1000 tonnes;4507;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2611;Oranges, Mandarines;2007;2007;1000 tonnes;4718;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2611;Oranges, Mandarines;2008;2008;1000 tonnes;4722;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2611;Oranges, Mandarines;2009;2009;1000 tonnes;4636;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2611;Oranges, Mandarines;2010;2010;1000 tonnes;4461;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2611;Oranges, Mandarines;2011;2011;1000 tonnes;4486;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2611;Oranges, Mandarines;2012;2012;1000 tonnes;4117;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2611;Oranges, Mandarines;2013;2013;1000 tonnes;4904;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2611;Oranges, Mandarines;1998;1998;1000 tonnes;365;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2611;Oranges, Mandarines;1999;1999;1000 tonnes;381;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2611;Oranges, Mandarines;2000;2000;1000 tonnes;416;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2611;Oranges, Mandarines;2001;2001;1000 tonnes;443;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2611;Oranges, Mandarines;2002;2002;1000 tonnes;438;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2611;Oranges, Mandarines;2003;2003;1000 tonnes;427;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2611;Oranges, Mandarines;2004;2004;1000 tonnes;442;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2611;Oranges, Mandarines;2005;2005;1000 tonnes;454;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2611;Oranges, Mandarines;2006;2006;1000 tonnes;453;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2611;Oranges, Mandarines;2007;2007;1000 tonnes;474;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2611;Oranges, Mandarines;2008;2008;1000 tonnes;475;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2611;Oranges, Mandarines;2009;2009;1000 tonnes;465;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2611;Oranges, Mandarines;2010;2010;1000 tonnes;448;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2611;Oranges, Mandarines;2011;2011;1000 tonnes;451;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2611;Oranges, Mandarines;2012;2012;1000 tonnes;415;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5123;Losses;2611;Oranges, Mandarines;2013;2013;1000 tonnes;493;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2612;Lemons, Limes and products;1998;1998;1000 tonnes;1186;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2612;Lemons, Limes and products;1999;1999;1000 tonnes;1368;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2612;Lemons, Limes and products;2000;2000;1000 tonnes;1661;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2612;Lemons, Limes and products;2001;2001;1000 tonnes;1594;S;Standardized data
FBSH;Food Balances (old methodology and population);138;Mexico;5511;Production;2612;Lemons, Limes and products;2002;2002;1000 tonnes;1725;S;Standardized data
