Domain Code;Domain;Area Code;Area;Element Code;Element;Item Code;Item;Year Code;Year;Unit;Value;Flag;Flag Description
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2611;Oranges, Mandarines;2011;2011;1000 tonnes;139;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2611;Oranges, Mandarines;2012;2012;1000 tonnes;171;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2611;Oranges, Mandarines;2013;2013;1000 tonnes;158;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2611;Oranges, Mandarines;1998;1998;1000 tonnes;8;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2611;Oranges, Mandarines;1999;1999;1000 tonnes;8;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2611;Oranges, Mandarines;2000;2000;1000 tonnes;13;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2611;Oranges, Mandarines;2001;2001;1000 tonnes;7;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2611;Oranges, Mandarines;2002;2002;1000 tonnes;9;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2611;Oranges, Mandarines;2003;2003;1000 tonnes;16;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2611;Oranges, Mandarines;2004;2004;1000 tonnes;14;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2611;Oranges, Mandarines;2005;2005;1000 tonnes;10;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2611;Oranges, Mandarines;2006;2006;1000 tonnes;12;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2611;Oranges, Mandarines;2007;2007;1000 tonnes;12;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2611;Oranges, Mandarines;2008;2008;1000 tonnes;11;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2611;Oranges, Mandarines;2009;2009;1000 tonnes;13;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2611;Oranges, Mandarines;2010;2010;1000 tonnes;14;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2611;Oranges, Mandarines;2011;2011;1000 tonnes;14;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2611;Oranges, Mandarines;2012;2012;1000 tonnes;17;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2611;Oranges, Mandarines;2013;2013;1000 tonnes;16;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2612;Lemons, Limes and products;1998;1998;1000 tonnes;9;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2612;Lemons, Limes and products;1999;1999;1000 tonnes;7;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2612;Lemons, Limes and products;2000;2000;1000 tonnes;7;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2612;Lemons, Limes and products;2001;2001;1000 tonnes;2;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2612;Lemons, Limes and products;2002;2002;1000 tonnes;3;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2612;Lemons, Limes and products;2003;2003;1000 tonnes;3;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2612;Lemons, Limes and products;2004;2004;1000 tonnes;3;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2612;Lemons, Limes and products;2005;2005;1000 tonnes;3;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2612;Lemons, Limes and products;2006;2006;1000 tonnes;3;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2612;Lemons, Limes and products;2007;2007;1000 tonnes;5;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2612;Lemons, Limes and products;2008;2008;1000 tonnes;6;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2612;Lemons, Limes and products;2009;2009;1000 tonnes;9;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2612;Lemons, Limes and products;2010;2010;1000 tonnes;9;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2612;Lemons, Limes and products;2011;2011;1000 tonnes;12;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2612;Lemons, Limes and products;2012;2012;1000 tonnes;22;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2612;Lemons, Limes and products;2013;2013;1000 tonnes;24;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2612;Lemons, Limes and products;1998;1998;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2612;Lemons, Limes and products;1999;1999;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2612;Lemons, Limes and products;2000;2000;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2612;Lemons, Limes and products;2001;2001;1000 tonnes;0;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2612;Lemons, Limes and products;2002;2002;1000 tonnes;0;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2612;Lemons, Limes and products;2003;2003;1000 tonnes;0;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2612;Lemons, Limes and products;2004;2004;1000 tonnes;0;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2612;Lemons, Limes and products;2005;2005;1000 tonnes;0;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2612;Lemons, Limes and products;2006;2006;1000 tonnes;0;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2612;Lemons, Limes and products;2007;2007;1000 tonnes;0;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2612;Lemons, Limes and products;2008;2008;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2612;Lemons, Limes and products;2009;2009;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2612;Lemons, Limes and products;2010;2010;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2612;Lemons, Limes and products;2011;2011;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2612;Lemons, Limes and products;2012;2012;1000 tonnes;2;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2612;Lemons, Limes and products;2013;2013;1000 tonnes;2;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2613;Grapefruit and products;1998;1998;1000 tonnes;6;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2613;Grapefruit and products;1999;1999;1000 tonnes;7;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2613;Grapefruit and products;2000;2000;1000 tonnes;8;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2613;Grapefruit and products;2001;2001;1000 tonnes;9;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2613;Grapefruit and products;2002;2002;1000 tonnes;10;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2613;Grapefruit and products;2003;2003;1000 tonnes;11;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2613;Grapefruit and products;2004;2004;1000 tonnes;12;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2613;Grapefruit and products;2005;2005;1000 tonnes;13;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2613;Grapefruit and products;2006;2006;1000 tonnes;13;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2613;Grapefruit and products;2007;2007;1000 tonnes;9;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2613;Grapefruit and products;2008;2008;1000 tonnes;11;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2613;Grapefruit and products;2009;2009;1000 tonnes;11;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2613;Grapefruit and products;2010;2010;1000 tonnes;18;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2613;Grapefruit and products;2011;2011;1000 tonnes;14;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2613;Grapefruit and products;2012;2012;1000 tonnes;14;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2613;Grapefruit and products;2013;2013;1000 tonnes;11;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2613;Grapefruit and products;1998;1998;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2613;Grapefruit and products;1999;1999;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2613;Grapefruit and products;2000;2000;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2613;Grapefruit and products;2001;2001;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2613;Grapefruit and products;2002;2002;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2613;Grapefruit and products;2003;2003;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2613;Grapefruit and products;2004;2004;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2613;Grapefruit and products;2005;2005;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2613;Grapefruit and products;2006;2006;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2613;Grapefruit and products;2007;2007;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2613;Grapefruit and products;2008;2008;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2613;Grapefruit and products;2009;2009;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2613;Grapefruit and products;2010;2010;1000 tonnes;2;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2613;Grapefruit and products;2011;2011;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2613;Grapefruit and products;2012;2012;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2613;Grapefruit and products;2013;2013;1000 tonnes;1;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2615;Bananas;1998;1998;1000 tonnes;320;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2615;Bananas;1999;1999;1000 tonnes;432;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2615;Bananas;2000;2000;1000 tonnes;422;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2615;Bananas;2001;2001;1000 tonnes;442;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2615;Bananas;2002;2002;1000 tonnes;503;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2615;Bananas;2003;2003;1000 tonnes;515;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2615;Bananas;2004;2004;1000 tonnes;468;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2615;Bananas;2005;2005;1000 tonnes;547;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2615;Bananas;2006;2006;1000 tonnes;501;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2615;Bananas;2007;2007;1000 tonnes;518;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2615;Bananas;2008;2008;1000 tonnes;447;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2615;Bananas;2009;2009;1000 tonnes;590;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2615;Bananas;2010;2010;1000 tonnes;735;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2615;Bananas;2011;2011;1000 tonnes;830;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2615;Bananas;2012;2012;1000 tonnes;1049;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2615;Bananas;2013;2013;1000 tonnes;972;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2615;Bananas;1998;1998;1000 tonnes;32;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2615;Bananas;1999;1999;1000 tonnes;43;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2615;Bananas;2000;2000;1000 tonnes;42;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2615;Bananas;2001;2001;1000 tonnes;44;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2615;Bananas;2002;2002;1000 tonnes;50;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2615;Bananas;2003;2003;1000 tonnes;51;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2615;Bananas;2004;2004;1000 tonnes;47;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2615;Bananas;2005;2005;1000 tonnes;55;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2615;Bananas;2006;2006;1000 tonnes;50;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2615;Bananas;2007;2007;1000 tonnes;52;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2615;Bananas;2008;2008;1000 tonnes;45;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2615;Bananas;2009;2009;1000 tonnes;59;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2615;Bananas;2010;2010;1000 tonnes;74;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2615;Bananas;2011;2011;1000 tonnes;83;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2615;Bananas;2012;2012;1000 tonnes;105;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2615;Bananas;2013;2013;1000 tonnes;97;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2616;Plantains;1998;1998;1000 tonnes;268;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2616;Plantains;1999;1999;1000 tonnes;229;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2616;Plantains;2000;2000;1000 tonnes;332;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2616;Plantains;2001;2001;1000 tonnes;336;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2616;Plantains;2002;2002;1000 tonnes;323;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2616;Plantains;2003;2003;1000 tonnes;346;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2616;Plantains;2004;2004;1000 tonnes;311;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2616;Plantains;2005;2005;1000 tonnes;415;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2616;Plantains;2006;2006;1000 tonnes;543;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2616;Plantains;2007;2007;1000 tonnes;505;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2616;Plantains;2008;2008;1000 tonnes;352;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2616;Plantains;2009;2009;1000 tonnes;517;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2616;Plantains;2010;2010;1000 tonnes;492;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2616;Plantains;2011;2011;1000 tonnes;503;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2616;Plantains;2012;2012;1000 tonnes;543;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2616;Plantains;2013;2013;1000 tonnes;595;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2616;Plantains;1998;1998;1000 tonnes;27;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2616;Plantains;1999;1999;1000 tonnes;23;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2616;Plantains;2000;2000;1000 tonnes;33;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2616;Plantains;2001;2001;1000 tonnes;34;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2616;Plantains;2002;2002;1000 tonnes;32;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2616;Plantains;2003;2003;1000 tonnes;35;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2616;Plantains;2004;2004;1000 tonnes;31;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2616;Plantains;2005;2005;1000 tonnes;41;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2616;Plantains;2006;2006;1000 tonnes;54;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2616;Plantains;2007;2007;1000 tonnes;50;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2616;Plantains;2008;2008;1000 tonnes;35;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2616;Plantains;2009;2009;1000 tonnes;52;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2616;Plantains;2010;2010;1000 tonnes;49;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2616;Plantains;2011;2011;1000 tonnes;50;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2616;Plantains;2012;2012;1000 tonnes;54;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2616;Plantains;2013;2013;1000 tonnes;60;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2618;Pineapples and products;1998;1998;1000 tonnes;63;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2618;Pineapples and products;1999;1999;1000 tonnes;73;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2618;Pineapples and products;2000;2000;1000 tonnes;64;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2618;Pineapples and products;2001;2001;1000 tonnes;137;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2618;Pineapples and products;2002;2002;1000 tonnes;109;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2618;Pineapples and products;2003;2003;1000 tonnes;97;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2618;Pineapples and products;2004;2004;1000 tonnes;93;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2618;Pineapples and products;2005;2005;1000 tonnes;64;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2618;Pineapples and products;2006;2006;1000 tonnes;71;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2618;Pineapples and products;2007;2007;1000 tonnes;95;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2618;Pineapples and products;2008;2008;1000 tonnes;106;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2618;Pineapples and products;2009;2009;1000 tonnes;127;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2618;Pineapples and products;2010;2010;1000 tonnes;157;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2618;Pineapples and products;2011;2011;1000 tonnes;222;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2618;Pineapples and products;2012;2012;1000 tonnes;447;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2618;Pineapples and products;2013;2013;1000 tonnes;486;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2618;Pineapples and products;1998;1998;1000 tonnes;6;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2618;Pineapples and products;1999;1999;1000 tonnes;7;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2618;Pineapples and products;2000;2000;1000 tonnes;6;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2618;Pineapples and products;2001;2001;1000 tonnes;14;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2618;Pineapples and products;2002;2002;1000 tonnes;11;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2618;Pineapples and products;2003;2003;1000 tonnes;10;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2618;Pineapples and products;2004;2004;1000 tonnes;9;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2618;Pineapples and products;2005;2005;1000 tonnes;6;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2618;Pineapples and products;2006;2006;1000 tonnes;7;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2618;Pineapples and products;2007;2007;1000 tonnes;10;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2618;Pineapples and products;2008;2008;1000 tonnes;11;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2618;Pineapples and products;2009;2009;1000 tonnes;13;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2618;Pineapples and products;2010;2010;1000 tonnes;16;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2618;Pineapples and products;2011;2011;1000 tonnes;22;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2618;Pineapples and products;2012;2012;1000 tonnes;45;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2618;Pineapples and products;2013;2013;1000 tonnes;49;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2625;Fruits, Other;1998;1998;1000 tonnes;369;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2625;Fruits, Other;1999;1999;1000 tonnes;365;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2625;Fruits, Other;2000;2000;1000 tonnes;447;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2625;Fruits, Other;2001;2001;1000 tonnes;612;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2625;Fruits, Other;2002;2002;1000 tonnes;657;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2625;Fruits, Other;2003;2003;1000 tonnes;756;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2625;Fruits, Other;2004;2004;1000 tonnes;610;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2625;Fruits, Other;2005;2005;1000 tonnes;582;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2625;Fruits, Other;2006;2006;1000 tonnes;597;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2625;Fruits, Other;2007;2007;1000 tonnes;695;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2625;Fruits, Other;2008;2008;1000 tonnes;523;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2625;Fruits, Other;2009;2009;1000 tonnes;930;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2625;Fruits, Other;2010;2010;1000 tonnes;1269;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2625;Fruits, Other;2011;2011;1000 tonnes;887;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2625;Fruits, Other;2012;2012;1000 tonnes;899;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5511;Production;2625;Fruits, Other;2013;2013;1000 tonnes;1030;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2625;Fruits, Other;1998;1998;1000 tonnes;36;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2625;Fruits, Other;1999;1999;1000 tonnes;35;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2625;Fruits, Other;2000;2000;1000 tonnes;43;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2625;Fruits, Other;2001;2001;1000 tonnes;58;S;Standardized data
FBSH;Food Balances (old methodology and population);56;Dominican Republic;5123;Losses;2625;Fruits, Other;2002;2002;1000 tonnes;63;S;Standardized data
